,NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,PT08.S1(CO)
365,-200,7.4,872,-200,855,-200,1108,987,7.9,61.4,0.6582,903
366,-200,5.1,769,40,873,56,1546,572,35.2,32.1,1.7898,964
367,-200,3.8,699,-200,1036,-200,1452,799,21,68.6,1.6873,900
368,-200,25.7,1447,715,435,188,1710,1796,8.3,75,0.8253,1496
369,-200,5.9,806,72,830,90,1580,674,25.9,52.9,1.7478,994
370,-200,12.8,1077,163,773,137,1706,1250,20.7,38,0.9149,1269
371,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
372,-200,1.4,534,-200,1168,-200,833,721,4,54.3,0.4454,845
373,159,-200,-200,176,-200,119,-200,-200,-200,-200,-200,-200
374,-200,2,582,83,902,68,1118,611,12.2,72.4,1.0224,955
375,-200,6.7,845,322,942,135,943,787,7.8,36.8,0.3908,897
376,-200,4.6,741,231,901,145,864,771,2.9,42.8,0.3276,971
377,-200,14.7,1139,143,563,47,2009,1257,24.5,61.3,1.8522,1193
378,-200,5.2,774,-200,987,-200,1460,909,11.3,73.8,0.9848,924
379,-200,10.5,997,295,641,68,1606,1113,17.6,78.8,1.5723,1164
380,-200,1.7,559,72,1016,64,837,656,5.7,46.6,0.4298,912
381,-200,31.4,1584,771,436,195,1641,2033,8.2,36.2,0.3953,1470
382,116,6.8,849,130,1039,98,1468,829,11,64.4,0.8447,1066
383,-200,0.4,427,24,1771,20,853,286,9.5,52.2,0.6198,678
384,-200,2.1,595,-200,1191,-200,1080,686,14.4,54.5,0.8887,741
385,,,,,,,,,,,,
386,-200,10.2,985,158,815,122,1572,795,30.2,22.6,0.9524,1234
387,680,21.7,1343,259,631,144,1995,1579,14.7,47,0.7815,1479
388,-200,8.3,910,438,774,181,922,1216,4.6,32.5,0.2783,1042
389,-200,3.5,682,159,906,113,928,488,21,22.3,0.5468,947
390,-200,8.9,937,122,905,97,1672,1036,15.9,57.7,1.0356,1309
391,-200,14.9,1144,434,702,145,1517,1274,19.1,36.8,0.8066,1097
392,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
393,-200,12.9,1079,135,638,68,1761,1145,22.5,52.3,1.41,1118
394,48,3.1,658,42,1409,46,1108,369,22,19,0.4969,854
395,-200,15.8,1175,275,618,130,1746,1068,29.8,38,1.5642,1206
396,-200,9.8,971,273,703,102,1148,1187,5.4,64.1,0.5772,1091
397,-200,-200,-200,103,-200,61,-200,-200,-200,-200,-200,-200
398,-200,3.3,670,129,943,105,910,616,6.9,48.7,0.4874,975
399,-200,7.7,885,112,809,77,1491,864,22.1,58.4,1.5393,1018
400,-200,21.7,1343,-200,517,-200,1852,1442,15.2,74.7,1.2824,1367
401,-200,4.5,738,39,893,41,1623,818,26.5,60.6,2.063,921
402,-200,6.7,845,-200,878,-200,1483,775,23.8,44.7,1.3019,904
403,-200,4.4,733,165,822,109,1208,902,9.9,79.8,0.9725,1106
404,-200,2.5,623,51,1097,59,1466,552,25.3,47.6,1.5159,860
405,-200,12.8,1078,358,670,126,1256,1261,16.4,38.2,0.7081,1142
406,-200,19.4,1279,182,559,105,2132,1388,23,50.9,1.4105,1263
407,-200,4.9,759,154,735,117,1185,937,13.8,65.2,1.0275,1033
408,-200,22.7,1371,854,488,196,1712,1943,15.5,56.2,0.9814,1539
409,-200,16.6,1197,559,486,146,1539,1597,12,67.4,0.9417,1415
410,-200,9,940,329,759,124,960,1027,14.5,18,0.2956,1010
411,-200,15,1149,341,530,165,1353,1182,22.7,24.4,0.6661,1300
412,-200,14.5,1133,282,624,96,1698,1195,24.9,49.2,1.5251,1222
413,-200,8.7,929,-200,887,-200,1599,1009,10.2,70.9,0.8841,1035
414,-200,2.4,611,-200,1191,-200,1138,403,33.2,19,0.9533,822
415,-200,7.7,885,274,685,134,1288,1038,15.6,54.8,0.966,1173
416,-200,19.9,1293,248,688,74,2144,1316,19,61.7,1.3393,1221
417,150,-200,-200,169,-200,86,-200,-200,-200,-200,-200,-200
418,-200,5.1,769,-200,978,-200,1463,816,16.2,56.3,1.0262,938
419,88,9,939,131,1140,114,1555,1074,11.9,54,0.7502,1402
420,-200,3.5,683,201,961,125,872,699,7,38.4,0.3861,912
421,-200,8.7,929,288,664,132,1082,1847,4.2,63.1,0.5259,1200
422,-200,2.6,629,122,1049,87,817,467,4.4,43.7,0.3688,873
423,-200,11,1016,-200,849,-200,1642,1187,24.4,30.9,0.934,1161
424,-200,21.4,1334,590,433,146,1804,1606,13.1,70.2,1.0567,1511
425,-200,8.8,931,451,674,166,1171,1627,8.9,54.6,0.6226,1232
426,-200,11.1,1017,315,623,198,1185,1163,7.6,47.8,0.5013,1172
427,-200,7,857,97,1082,96,1546,797,19.8,46.8,1.0697,979
428,-200,5.6,791,242,793,156,915,1278,4.5,47.9,0.4079,1032
429,204,8.2,907,133,976,101,1419,893,16.6,34,0.6353,1085
430,-200,4.9,759,-200,943,-200,1375,799,22.4,53.6,1.4379,961
431,-200,12.9,1082,-200,790,-200,1653,1077,21.3,27.3,0.6856,1188
432,48,2,587,46,1368,58,1219,433,10.7,58.2,0.7459,893
433,-200,2.5,621,23,1105,37,1303,562,21.6,44,1.1225,797
434,-200,4,713,78,1092,79,1455,716,18.9,49.3,1.0668,988
435,-200,6,810,-200,820,-200,1599,1002,25.8,46.6,1.5269,973
436,-200,6.7,843,-200,929,-200,1551,862,15.9,59.2,1.0635,1215
437,-200,3.8,698,27,1132,40,1234,437,40.2,12.3,0.8983,889
438,624,21,1325,238,678,146,1965,1356,15.3,47.4,0.8178,1425
439,-200,4,708,39,1106,56,1331,489,38.9,15.6,1.0613,872
440,-200,18.8,1262,614,618,135,1708,1392,16.9,50.3,0.958,1209
441,-200,7,857,67,880,77,1463,631,35.2,22.3,1.2467,944
442,-200,5.2,771,289,812,165,941,769,5.9,45.4,0.4244,1022
443,-200,15.3,1157,376,564,88,1810,1307,23.8,65,1.8897,1348
444,-200,16.4,1191,218,759,135,1879,1268,14.5,54.4,0.8917,1390
445,-200,6.3,826,378,795,103,1285,911,13,79.2,1.182,1096
446,-200,9.4,954,87,809,106,1512,1360,40.1,14.9,1.0828,1100
447,-200,2.7,631,-200,1070,-200,1458,550,27.8,43.7,1.6039,903
448,56,2.4,610,54,1322,65,1230,455,10.4,58.4,0.7352,914
449,-200,7.8,890,-200,723,-200,1702,869,29.8,49.1,2.0248,1080
450,-200,5.5,787,-200,850,-200,1518,636,34.6,30.1,1.6296,1003
451,-200,8.5,920,241,802,103,1365,1042,16.6,51.3,0.9634,998
452,-200,5.9,805,146,879,86,1270,974,17.2,53.9,1.0498,929
453,-200,9.1,943,109,770,118,1509,770,36.3,19.5,1.1539,1036
454,-200,4.3,725,205,890,138,880,770,9.1,34.5,0.3994,955
455,-200,3.6,690,193,1027,86,1192,707,11.8,80.7,1.1181,999
456,-200,4.8,754,-200,884,-200,1393,759,16.6,77.3,1.4491,949
457,,,,,,,,,,,,
458,-200,5.6,791,55,841,69,1551,859,23.5,51.3,1.467,942
459,-200,4.8,753,31,978,36,1402,579,38.3,19.8,1.3067,875
460,-200,4.3,726,124,897,42,1277,799,15,77.9,1.3197,851
461,449,17.5,1223,242,650,126,1980,1302,14.4,77.4,1.2654,1485
462,-200,14.9,1145,597,537,188,1399,1668,8.6,57.6,0.6471,1330
463,145,7.9,896,128,938,94,1487,936,19.6,35.9,0.81,1075
464,-200,27.1,1482,898,419,186,1893,2030,14.2,67.8,1.0879,1658
465,-200,13.4,1099,122,742,98,1838,1077,22.5,45.3,1.2226,1060
466,-200,18.7,1259,632,508,147,1695,1555,15.6,70.2,1.238,1515
467,-200,-200,-200,136,-200,105,-200,-200,-200,-200,-200,-200
468,-200,1.5,541,89,1309,70,774,616,5.2,45.9,0.4099,812
469,-200,11.7,1039,457,769,161,1149,1024,18.1,21,0.4321,1017
470,-200,16.9,1206,313,600,148,1785,1233,26.2,48.7,1.6256,1247
471,-200,25.2,1434,442,522,190,2075,1619,31.6,34.8,1.5925,1446
472,-200,0.6,459,55,1322,50,728,368,3.1,44.4,0.342,806
473,-200,5.2,773,67,749,61,1568,687,27.5,50.4,1.8274,1038
474,-200,2.4,613,44,1273,40,1413,605,18.2,54.1,1.1155,732
475,-200,17.4,1222,318,597,109,2054,1529,17.4,68.9,1.3557,1483
476,-200,3.6,689,57,1138,45,1456,767,13.1,70.2,1.0554,866
477,664,23.8,1399,244,642,130,1947,1675,13.3,35.6,0.5416,1584
478,-200,9.7,966,-200,726,-200,1446,982,22.2,41.4,1.097,1052
479,-200,0.6,449,54,1363,50,674,328,3.7,37.5,0.3012,814
480,-200,16.6,1199,171,601,97,1850,1304,21.6,40.9,1.0468,1125
481,84,5.2,772,51,923,61,1495,968,16.8,59.5,1.1269,1042
482,-200,-200,-200,122,-200,100,-200,-200,-200,-200,-200,-200
483,-200,6.9,853,-200,699,-200,1605,882,23.5,59.8,1.7141,1049
484,-200,2.4,609,36,1276,59,1286,643,20.8,32.3,0.7813,839
485,609,18.9,1266,280,613,148,2066,1415,14.5,75.7,1.2425,1544
486,-200,2.2,597,-200,1077,-200,1454,566,23.8,57.5,1.6723,804
487,-200,21.4,1334,660,529,173,1547,1653,13.8,48.9,0.7699,1368
488,35,2.7,634,43,1320,61,1326,715,11.3,60,0.8025,948
489,297,13.6,1103,143,872,122,1632,1002,27.6,22.8,0.8288,1248
490,-200,15.9,1176,208,656,131,1891,1468,18.2,54.7,1.1336,1336
491,546,17.1,1213,200,791,128,1711,1354,22.4,20,0.5352,1373
492,-200,5.5,786,144,1018,73,1306,858,22.3,43.8,1.1631,933
493,-200,5.3,780,61,967,70,1566,806,19.5,57.1,1.2806,1016
494,-200,8.1,904,65,794,79,1653,695,35.2,31.2,1.7485,1012
495,283,15.7,1171,147,725,123,1899,1248,24.9,38.1,1.1838,1497
496,-200,4,712,94,872,42,1341,836,19.6,66.9,1.5125,910
497,-200,5.9,807,-200,685,-200,1051,1467,5,66.3,0.5811,1185
498,-200,10.9,1010,132,904,110,1526,720,19.7,28.5,0.6445,926
499,-200,15,1149,586,587,235,1148,1799,6.3,39.4,0.3795,1283
500,-200,13.5,1100,-200,598,-200,1710,1350,21.5,63.2,1.5993,1297
501,-200,23.1,1381,-200,566,-200,1574,1426,9.5,57.9,0.6877,1189
502,-200,7.8,889,85,889,89,1602,664,35.3,20.8,1.1664,989
503,-200,26,1455,875,423,216,1725,1813,5.1,83,0.7352,1582
504,-200,11.7,1039,-200,699,-200,1586,923,29.6,27.5,1.1229,1091
505,-200,12.2,1057,-200,701,-200,1473,760,22,37.3,0.9768,979
506,28,2.9,645,60,1260,78,1334,925,11.6,61.9,0.8442,954
507,-200,22.9,1374,1195,499,282,1560,1818,11.4,58.3,0.7868,1446
508,-200,5,762,47,870,57,1557,560,27.3,45.7,1.6308,984
509,-200,9.8,971,120,866,106,1682,802,31.3,28.7,1.2885,1007
510,-200,0.6,455,-200,1726,-200,698,318,5.6,37.6,0.3448,697
511,-200,2.7,631,69,1090,47,1304,671,20.2,60.8,1.4243,823
512,40,2.9,643,76,1309,75,1232,760,9.9,50.7,0.6167,946
513,-200,12.4,1064,132,834,124,1645,816,30.1,19.3,0.8083,969
514,-200,22.8,1372,-200,497,-200,1883,1573,20,56.5,1.3051,1405
515,-200,6,814,-200,830,-200,1519,798,25.2,47.4,1.4978,924
516,32,0.8,478,22,1705,32,1200,331,15.3,50.1,0.8617,824
517,-200,2.3,609,26,1168,35,1363,533,17.3,54.1,1.0582,925
518,-200,26.5,1466,681,380,180,1822,1883,12,51,0.7131,1522
519,-200,5.7,800,-200,990,-200,1474,926,12.2,64.1,0.9062,977
520,-200,4.2,724,-200,913,-200,1277,776,14.8,79.7,1.3286,881
521,-200,12.6,1070,399,625,189,1229,1237,8.6,48.2,0.5385,1162
522,-200,17.9,1238,187,691,124,1948,1036,12.9,69.1,1.0249,1247
523,-200,-200,-200,228,-200,157,-200,-200,-200,-200,-200,-200
524,-200,11.7,1039,100,745,96,1790,1092,27.8,38.7,1.4187,1085
525,-200,-200,-200,622,-200,164,-200,-200,-200,-200,-200,-200
526,-200,4.2,722,-200,1029,-200,1500,874,14.1,70.1,1.1224,988
527,-200,5.1,769,224,913,142,865,726,6.5,32.4,0.3155,906
528,-200,10.3,989,279,840,99,1358,1011,17.8,36.5,0.7366,1002
529,-200,17.4,1223,479,475,145,1640,1538,14.1,65.9,1.0552,1409
530,334,12.5,1068,135,811,111,1616,977,17.8,37.5,0.7568,1163
531,-200,2.3,602,117,1028,98,831,599,7.2,39.3,0.4004,923
532,-200,3.8,697,54,1361,64,1294,496,27.5,22.8,0.8249,833
533,-200,4.8,751,-200,962,-200,922,661,9.8,36.4,0.4414,883
534,-200,26.7,1471,-200,518,-200,2200,1530,28,52.7,1.9604,1506
535,-200,6,813,-200,794,-200,1019,1076,4,69.5,0.5706,1028
536,-200,5.2,773,49,926,62,1660,724,17.1,81.8,1.5816,892
537,-200,2.2,598,23,1065,30,1511,684,23.8,65.7,1.9079,820
538,-200,2.8,639,-200,1057,-200,929,574,9.8,45.2,0.5489,848
539,-200,2.2,597,21,1237,33,1444,512,23.3,51,1.4346,842
540,-200,2.6,626,34,1502,41,1210,430,29.1,19.6,0.7771,771
541,-200,22,1350,232,529,73,1957,1486,25.8,41.9,1.3688,1311
542,-200,13.7,1107,552,629,186,1449,1106,12.2,75.7,1.0693,1172
543,122,9.6,964,193,963,113,1544,1285,9.5,64.1,0.7597,1280
544,70,3.6,686,63,1030,69,1420,948,11.9,74.8,1.038,1033
545,51,2.6,628,56,1197,66,1372,737,11.3,72.9,0.9738,968
546,-200,24.8,1425,558,451,126,1971,1732,21.4,59.4,1.4928,1438
547,-200,-200,-200,1054,-200,312,-200,-200,-200,-200,-200,-200
548,-200,8.4,914,157,796,116,1665,954,27.6,38,1.3818,1057
549,-200,7.5,878,244,758,116,1308,856,18.3,51.6,1.0732,1056
550,-200,11.1,1018,-200,706,-200,1573,1002,18.3,67.5,1.4044,1100
551,-200,7.8,891,237,762,82,1453,901,16.8,79,1.4978,989
552,-200,-200,-200,635,-200,213,-200,-200,-200,-200,-200,-200
553,-200,4.4,731,339,912,162,811,684,9.6,27.7,0.3308,912
554,-200,17.3,1218,182,704,166,1697,1108,34.4,16.4,0.8761,1070
555,-200,3.3,669,198,993,133,776,511,11.3,24.9,0.3318,863
556,,,,,,,,,,,,
557,-200,7.4,876,89,853,87,1580,967,26,35.7,1.1842,1012
558,-200,21.7,1343,386,470,109,1990,1553,27,51.2,1.7928,1573
559,-200,7.8,893,165,1010,111,1394,775,17.5,30.9,0.6111,1002
560,-200,12.8,1079,512,652,175,1168,1476,11,33,0.4331,1205
561,-200,7.7,889,94,722,56,1760,1081,21.9,74.9,1.9396,1065
562,-200,2.9,648,19,975,21,1559,603,24.1,63.1,1.8619,903
563,-200,6.3,825,295,679,124,1238,975,14.8,61.3,1.025,1111
564,-200,14.5,1133,288,599,122,1708,1200,28,33,1.2264,1093
565,-200,7.7,889,260,649,111,1186,1405,7.9,72.1,0.7679,1219
566,-200,3.5,683,156,782,110,1190,796,15.6,61.6,1.0859,1049
567,-200,10.3,989,301,557,143,1383,1183,22.2,36.2,0.956,1247
568,-200,2.2,602,-200,1146,-200,1123,584,15,56.4,0.9554,786
569,-200,6.6,839,202,803,139,936,963,8.8,31.2,0.3533,988
570,-200,9.6,962,88,877,95,1409,665,34.6,15.5,0.8435,908
571,66,7,855,108,998,88,1566,1149,13.4,61.3,0.9361,1224
572,118,8,898,136,950,88,1505,966,15.1,44.3,0.7535,1138
573,-200,8.4,917,215,633,125,1252,760,26.6,24.9,0.8525,1070
574,-200,9.6,962,107,810,120,1496,879,31.7,21.6,0.9959,1050
575,-200,6.9,851,93,991,81,1490,738,25.8,27.7,0.9076,1079
576,38,2.2,598,63,1268,73,1293,536,13.4,56,0.8576,975
577,-200,3.7,694,168,911,124,1025,805,7.1,66,0.6678,1045
578,-200,10.1,981,424,666,202,1097,1273,8,41.3,0.4448,1153
579,-200,18.4,1251,596,547,178,1396,1722,17.2,34.2,0.6669,1432
580,-200,18.8,1264,396,670,145,1598,1287,28.9,21.3,0.8382,1174
581,-200,15.7,1172,-200,566,-200,1747,1205,26.9,41.8,1.4555,1327
582,-200,4.1,714,191,898,131,868,609,10.3,32.9,0.4131,943
583,-200,3.5,681,224,852,101,1020,970,5.3,73.2,0.6577,984
584,-200,25.2,1433,-200,605,-200,1982,1370,31.5,29.9,1.3638,1379
585,-200,2.7,633,-200,1035,-200,1137,590,15.7,60.1,1.064,891
586,77,5.2,776,94,1144,87,1307,753,9.4,53.4,0.63,1021
587,-200,9.6,964,134,800,73,1705,1096,14.5,65.7,1.0804,1152
588,-200,7.1,859,71,790,73,1673,724,27,47.1,1.6573,1077
589,-200,9,939,96,849,101,1488,868,25.3,30,0.9508,951
590,411,18,1238,150,773,107,1779,1109,28.2,20.4,0.7677,1251
591,-200,14.2,1124,267,717,123,1832,1362,22.8,41.9,1.1496,1128
592,-200,11.3,1027,426,591,162,1394,1365,13.5,63,0.9686,1325
593,461,27.4,1488,383,702,172,2333,1704,9.7,69.3,0.8319,1776
594,47,5.1,770,139,1228,77,1409,940,6.3,71.9,0.6932,1112
595,-200,35.6,1677,1018,400,217,1880,2188,11.7,60.8,0.8336,1633
596,-200,-200,-200,193,-200,117,-200,-200,-200,-200,-200,-200
597,-200,8.3,913,89,715,68,1782,972,35.1,38.1,2.1144,1144
598,-200,18.6,1256,164,593,144,1914,1382,33.3,29.9,1.5079,1301
599,-200,8.7,926,492,791,161,1015,1080,7.8,42,0.4464,1009
600,-200,8.4,914,-200,856,-200,1605,1003,12.3,68,0.9722,1025
601,-200,15.3,1157,216,762,168,1674,985,39.6,13.2,0.9332,1055
602,-200,7,855,53,836,67,1607,610,37.1,27.2,1.6844,974
603,-200,12.4,1063,-200,616,-200,1370,1214,12.4,59.3,0.853,1215
604,-200,7.3,869,80,942,89,1454,624,35.3,17,0.9561,929
605,-200,18.8,1263,551,446,169,1640,1723,16.5,51.6,0.9601,1402
606,108,5.1,766,90,1152,81,1238,498,19.8,23.1,0.5283,883
607,-200,-200,-200,355,-200,209,-200,-200,-200,-200,-200,-200
608,-200,19.7,1288,887,492,306,1472,1638,2.3,70.9,0.5182,1411
609,-200,-200,-200,261,-200,168,-200,-200,-200,-200,-200,-200
610,-200,3.4,677,56,1048,62,1379,685,20.3,46.8,1.1,819
611,-200,8.7,926,340,715,153,1053,1390,5.3,55,0.4921,1087
612,-200,20.5,1311,815,482,183,1476,2022,9.3,54.5,0.6415,1440
613,-200,8.1,905,-200,816,-200,1201,923,11,58.8,0.7705,1013
614,-200,13.1,1088,127,909,120,1677,795,30.3,22.8,0.9695,1018
615,-200,-200,-200,842,-200,183,-200,-200,-200,-200,-200,-200
616,-200,5.6,791,-200,825,-200,963,785,10.9,34.9,0.456,947
617,-200,16.7,1201,582,563,181,1251,1699,7.2,50.6,0.517,1256
618,-200,3.9,706,194,928,118,923,658,5,50.4,0.443,909
619,368,21.3,1331,280,703,134,2026,1734,17.7,40.1,0.8048,1522
620,-200,14.4,1131,200,800,127,1612,968,35.7,13.6,0.7836,966
621,-200,2.5,623,120,916,97,976,571,9.1,56.2,0.6515,1023
622,-200,4.8,754,38,1003,53,1325,551,40.1,13.6,0.9953,950
623,-200,2.1,591,-200,1243,-200,1259,815,10.7,62.3,0.7988,899
624,559,20.8,1318,197,701,145,1890,1299,28.4,23.4,0.8935,1387
625,-200,8.8,932,238,897,105,1301,1039,14.6,65.9,1.088,1120
626,91,5.9,809,80,897,74,1628,1050,15.7,78.4,1.3917,1097
627,-200,1.6,556,73,965,54,1135,708,12.9,72.7,1.076,884
628,-200,1.4,535,88,1136,66,944,395,13.5,50.6,0.7783,868
629,184,9.7,966,129,942,93,1520,1016,15.5,36.1,0.6313,1167
630,65,3.4,674,63,1220,78,1205,498,15.6,37.5,0.6575,922
631,-200,6.9,854,285,771,187,941,926,10.5,27.8,0.3525,1022
632,-200,9.2,949,96,850,79,1733,842,15.9,70.7,1.2672,1110
633,-200,4.5,740,135,847,94,992,1048,6.7,57.4,0.5654,1003
634,-200,9.1,944,-200,730,-200,1524,882,32.8,28.2,1.3842,1100
635,-200,3.2,662,211,1007,134,874,628,4.5,48.4,0.4131,872
636,-200,4.7,748,188,738,86,1245,890,12.9,71.8,1.0657,1031
637,-200,8.6,923,-200,1025,-200,1582,707,28.7,27.7,1.071,905
638,-200,21.8,1345,538,502,117,1923,1420,19.5,67.1,1.506,1351
639,-200,7.3,870,106,911,81,1646,1000,18.9,49.6,1.07,1279
640,-200,14,1116,-200,617,-200,1130,1469,4.4,38.8,0.328,1201
641,-200,10.8,1006,156,835,112,1674,988,19,51.7,1.1222,1171
642,-200,12.9,1082,390,647,128,1591,1102,18.3,74.9,1.5583,1130
643,-200,5.6,794,199,848,101,1202,788,13.1,70.5,1.0594,1025
644,-200,41,1793,820,352,136,2469,2007,20,68.6,1.5882,1744
645,-200,8.1,902,292,780,162,882,855,14,16.8,0.2672,964
646,458,14.4,1130,190,795,136,1744,1071,10.8,65.7,0.8486,1273
647,-200,24.2,1409,557,483,87,1984,1637,21.1,61.1,1.5056,1473
648,-200,17.1,1213,-200,530,-200,1789,1348,27.4,43.9,1.5811,1402
649,-200,12.4,1063,387,507,183,1483,1420,16.2,53,0.9722,1360
650,-200,8.2,909,70,910,86,1523,675,37.7,16,1.0231,960
651,-200,3.2,667,47,1079,62,1475,659,22.8,48.9,1.3424,825
652,-200,12.4,1065,138,803,111,1630,1317,20.8,34.5,0.8365,1135
653,-200,5.2,774,-200,859,-200,1352,644,24.6,40.5,1.2362,966
654,117,7.5,880,146,927,104,1552,776,10.9,76.4,0.9953,1177
655,-200,2.9,647,65,985,37,1271,777,16.4,74.4,1.3779,836
656,112,8.6,924,118,1088,102,1488,850,18,34.8,0.7127,1207
657,-200,3.8,702,53,1077,57,1267,458,38.4,16.4,1.0957,825
658,-200,3.9,705,199,995,130,880,767,7,41.5,0.4193,907
659,-200,22.5,1364,306,661,192,1845,1265,39.5,12.6,0.8894,1179
660,-200,-200,-200,1235,-200,227,-200,-200,-200,-200,-200,-200
661,-200,14.8,1143,693,560,205,1236,1769,9.7,40.1,0.4832,1337
662,-200,17.5,1225,781,538,121,1464,1434,7.1,84.1,0.8557,1311
663,-200,7.1,861,69,1014,73,1398,735,20.9,28.8,0.7014,964
664,-200,5.1,767,-200,961,-200,944,965,4.2,53.6,0.4454,901
665,-200,7.6,882,77,791,87,1662,1072,25.3,47.6,1.513,1024
666,-200,22.8,1374,689,435,231,1640,1705,12.9,48.8,0.725,1438
667,-200,6.1,817,-200,790,-200,1214,957,10.5,78.6,0.9976,1046
668,-200,9.6,964,491,614,254,1260,1122,3.8,84.3,0.6811,1197
669,-200,2.6,626,22,1126,33,1406,484,22.4,49.7,1.3333,831
670,468,18.9,1265,160,757,136,1835,1246,29.2,21.5,0.8573,1326
671,-200,9.7,968,467,680,208,1102,1220,7.1,43.9,0.4433,1130
672,99,6.7,842,89,1000,101,1441,846,17.3,38.8,0.7596,1017
673,-200,8.3,910,334,726,87,1563,992,21.1,68.3,1.6914,1169
674,-200,9.3,952,-200,735,-200,1601,1041,29.1,33.6,1.3314,1109
675,-200,3.4,674,33,974,50,1355,679,21.1,45.6,1.1246,900
676,-200,8.1,901,-200,778,-200,1379,1020,17.6,57.6,1.1471,1051
677,-200,3.3,670,26,1141,35,1460,684,14.8,65.8,1.1028,854
678,-200,14.9,1145,221,713,128,1929,1191,24.1,46.5,1.3802,1180
679,-200,12,1048,136,822,75,1883,1168,20.5,66.9,1.5914,1148
680,454,19.2,1274,215,641,110,2133,1471,21,54.3,1.3353,1487
681,-200,6,810,-200,892,-200,1258,737,16,52.6,0.9489,894
682,-200,22.2,1356,678,474,193,1610,2033,10.6,55.3,0.7058,1532
683,-200,6,812,-200,823,-200,1464,936,25.1,40.1,1.2544,955
684,-200,1.2,515,-200,1276,-200,1054,516,13.1,67.6,1.0127,789
685,-200,22.3,1359,422,530,143,1998,1435,26.2,46,1.5422,1376
686,-200,1.7,562,131,1099,99,827,418,5.6,51.3,0.4712,917
687,-200,4.2,722,-200,949,-200,1472,804,20.5,81.5,1.936,971
688,-200,3.6,686,115,1083,61,1046,532,18,35.1,0.7176,838
689,-200,31.4,1584,699,496,133,2288,1591,18.2,66.1,1.3679,1515
690,69,3.3,669,46,1163,52,1386,807,10.8,70.3,0.9092,898
691,-200,12.9,1080,-200,591,-200,1931,1102,27.9,54.9,2.0353,1175
692,-200,15.6,1166,168,652,108,1827,1229,21.3,48.4,1.2119,1132
693,-200,19.3,1277,845,456,173,1567,1944,9.8,65.8,0.7967,1585
694,214,9.4,955,169,928,125,1571,899,10.3,66.3,0.8336,1179
695,-200,23.4,1388,422,516,146,1978,1503,25.8,44.8,1.4644,1505
696,51,6.4,830,138,1030,80,1584,1083,11.4,70.5,0.9475,1157
697,-200,26.1,1458,269,568,159,2120,1735,21.1,40.2,0.997,1535
698,150,11.2,1020,243,1008,135,1719,1104,9.8,67.6,0.8185,1383
699,-200,7.5,877,117,890,95,1488,781,22.5,36.8,0.988,904
700,-200,8.7,929,83,917,84,1654,817,25.4,40.1,1.2822,984
701,-200,0.6,455,65,1716,44,786,301,11.4,32.9,0.4435,667
702,-200,-200,-200,288,-200,190,-200,-200,-200,-200,-200,-200
703,-200,2.9,649,30,1056,48,1465,529,26.2,45.7,1.5324,880
704,-200,5.5,787,-200,820,-200,1319,852,15.3,79,1.3605,904
705,-200,5.5,787,43,864,56,1588,728,25.1,51.1,1.6044,935
706,-200,-200,-200,605,-200,225,-200,-200,-200,-200,-200,-200
707,-200,13.6,1105,144,710,131,1682,1109,29.6,26.1,1.0682,1086
708,-200,4.5,737,-200,909,-200,941,753,10.8,36.3,0.4712,909
709,,,,,,,,,,,,
710,-200,17,1209,504,614,177,1467,1250,10.6,59.3,0.7588,1156
711,-200,7.3,871,93,938,81,1586,805,14.1,64.9,1.0405,1021
712,-200,12.5,1068,147,869,110,1573,993,27.1,21.6,0.7618,1048
713,-200,8.3,913,78,840,94,1428,759,36.9,17.2,1.0576,1019
714,-200,5.4,783,79,805,92,1623,875,20.7,81.8,1.9717,1002
715,-200,1.5,543,25,1466,37,1347,410,21.6,48.1,1.2259,797
716,-200,5.8,804,-200,835,-200,1365,740,25.4,35.2,1.1255,949
717,-200,21.3,1334,703,489,134,1755,1614,14,74.6,1.1865,1514
718,-200,-200,-200,98,-200,87,-200,-200,-200,-200,-200,-200
719,-200,8.4,914,324,873,111,1016,834,18.1,20.8,0.4274,934
720,-200,15.6,1168,375,568,99,1716,1959,21.8,63,1.619,1324
721,-200,20.1,1299,863,457,150,1606,1673,4.8,74.6,0.647,1454
722,-200,27.3,1486,392,512,136,2305,1869,24.8,38.4,1.1808,1425
723,-200,-200,-200,700,-200,296,-200,-200,-200,-200,-200,-200
724,-200,4.5,739,-200,868,-200,1004,1030,3.1,70,0.5388,1004
725,-200,5.2,774,227,786,133,949,1173,7.7,41.7,0.4387,1039
726,-200,19.4,1279,309,683,100,2144,1338,19.5,57.7,1.2966,1201
727,-200,3.6,687,197,870,123,981,550,18.9,33.8,0.7312,939
728,-200,8,900,-200,811,-200,1462,1111,23.6,50.4,1.447,1120
729,-200,16.7,1202,445,691,166,1230,1250,7.6,40.1,0.4195,1081
730,-200,19.5,1282,425,541,78,1912,1319,19.8,69.4,1.5859,1359
731,-200,0.4,424,20,1665,18,903,339,10.8,50.9,0.657,698
732,-200,2.8,637,-200,947,-200,1445,716,21.3,64.1,1.6043,870
